Case_Study_ID,Question_ID,Scenario_Text,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Reasoning,Chapter/Unit_Name
1,103,N/A - Module 1 PDF,What is subtracted from gross income in the Net Worth Theory if funds are not spent?,Tax payments,Hoarded cash,Business expenses,Depreciation,b,Chapter 1 states that hoarded cash is subtracted from gross income in the Net Worth Theory.,Unit 5: Microsoft Dynamics 365
1,104,N/A - Module 1 PDF,When is the Expenditure Theory typically applied?,When complete financial records are available,When books of accounts are incomplete or withheld,When tax returns are fully verified,When assets are fully disclosed,b,Chapter 1 notes that the Expenditure Theory is used when accounting records are inadequate or unavailable.,Unit 5: Microsoft Dynamics 365
1,105,N/A - Module 1 PDF,Which of the following is ignored in the Expenditure Theory?,Cash payments,Credit card transactions,Non-cash items like depreciation,Bank transfers,c,Chapter 1 clarifies that non-cash items like depreciation are not considered in the Expenditure Theory.,Unit 5: Microsoft Dynamics 365
1,106,N/A - Module 1 PDF,What type of data is primarily analyzed in financial data investigations?,Employee performance records,Public records and financial statements,Marketing campaign results,Inventory logs,b,Chapter 1 describes financial data investigations as focusing on public records and financial statements.,Unit 5: Microsoft Dynamics 365
1,107,N/A - Module 1 PDF,Which document is a key source for financial data investigations?,Employee contracts,Bank statements,Marketing reports,Training manuals,b,Chapter 1 lists bank statements as a primary source for financial data investigations.,Unit 5: Microsoft Dynamics 365
1,108,N/A - Module 1 PDF,What does investigation using intelligence primarily involve?,Analyzing financial ratios,Examining behavioral patterns,Reviewing tax compliance,Counting inventory,b,Chapter 1 explains that intelligence-based investigations focus on behavioral and background analysis.,Unit 5: Microsoft Dynamics 365
1,109,N/A - Module 1 PDF,Which act defines fraud under Indian law?,"SEBI Act, 1992","Companies Act, 2013","Insurance Act, 1938","Income Tax Act, 1961",b,"Chapter 2 states that Section 447 of the Companies Act, 2013, defines and penalizes fraud.",Unit 5: Microsoft Dynamics 365
1,110,N/A - Module 1 PDF,"Which section of the IT Act, 2000, addresses unauthorized data access?",Section 43,Section 80,Section 123,Section 447,a,"Chapter 2 notes that Section 43 of the IT Act, 2000, covers unauthorized data access.",Unit 5: Microsoft Dynamics 365
1,111,N/A - Module 1 PDF,What does FAIS 210 aim to clarify?,Evidence collection methods,Engagement objectives and scope,Budget planning,Interview techniques,b,Chapter 2 explains that FAIS 210 ensures clarity in defining engagement objectives.,Unit 5: Microsoft Dynamics 365
1,112,N/A - Module 1 PDF,Which FAIS standard focuses on fraud risk prioritization?,FAIS 110,FAIS 120,FAIS 130,FAIS 140,b,Chapter 2 states that FAIS 120 helps identify and prioritize fraud risks.,Unit 5: Microsoft Dynamics 365
1,113,N/A - Module 1 PDF,What is a key requirement under FAIS 130?,Conducting market research,Knowledge of relevant laws,Preparing financial statements,Managing employee records,b,Chapter 2 notes that FAIS 130 requires professionals to understand laws like the Evidence Act.,Unit 5: Microsoft Dynamics 365
1,114,N/A - Module 1 PDF,What does FAIS 140 guide forensic accountants to do?,Develop software,Form investigative hypotheses,Manage budgets,Conduct employee training,b,Chapter 2 explains that FAIS 140 assists in forming hypotheses for methodical evidence collection.,Unit 5: Microsoft Dynamics 365
1,115,N/A - Module 1 PDF,"Which section of the Income Tax Act, 1961, addresses unexplained investments?",Section 68,Section 69,Section 69A,Section 69B,b,Chapter 2 specifies that Section 69 deals with unexplained investments.,Unit 5: Microsoft Dynamics 365
1,116,N/A - Module 1 PDF,What is considered secondary evidence under FAIS 320?,Original documents,Certified copies,Oral statements,Electronic records,b,Chapter 2 classifies certified copies as secondary evidence under FAIS 320.,Unit 5: Microsoft Dynamics 365
1,117,N/A - Module 1 PDF,Which FAIS standard governs digital evidence gathering?,FAIS 310,FAIS 320,FAIS 410,FAIS 420,d,Chapter 2 notes that FAIS 420 addresses evidence gathering in the digital domain.,Unit 5: Microsoft Dynamics 365
1,118,N/A - Module 1 PDF,What does FAIS 250 ensure in forensic engagements?,Budget compliance,Clear stakeholder communication,Software development,Inventory management,b,Chapter 2 states that FAIS 250 ensures clear and confidential communication.,Unit 5: Microsoft Dynamics 365
1,119,N/A - Module 1 PDF,Which law governs money laundering investigations?,"Companies Act, 2013","Prevention of Money Laundering Act, 2002","SEBI Act, 1992","Insurance Act, 1938",b,"Chapter 2 lists the PMLA, 2002, as governing money laundering.",Unit 5: Microsoft Dynamics 365
1,120,N/A - Module 1 PDF,What is a key focus of FAIS 360?,Evidence collection,Testifying before authorities,Budget planning,Software implementation,b,Chapter 2 notes that FAIS 360 guides professionals on testifying before competent authorities.,Unit 5: Microsoft Dynamics 365
1,121,N/A - Module 1 PDF,Which of the following is a fraud detection technique?,Ratio analysis,Market segmentation,Employee training,Inventory counting,a,Chapter 1 mentions ratio analysis as a technique to detect financial fraud.,Unit 5: Microsoft Dynamics 365
1,122,N/A - Module 1 PDF,What is a common indicator of financial fraud?,Consistent revenue growth,Unexplained cash flow discrepancies,Regular employee promotions,Stable inventory levels,b,Chapter 1 highlights unexplained cash flow discrepancies as a fraud indicator.,Unit 5: Microsoft Dynamics 365
1,123,N/A - Module 1 PDF,Which document is analyzed for hidden assets in forensic accounting?,Marketing plans,Property records,Employee contracts,Training schedules,b,Chapter 1 lists property records as a source for identifying hidden assets.,Unit 5: Microsoft Dynamics 365
1,124,N/A - Module 1 PDF,What is a key step in forensic investigation planning?,Developing marketing strategies,Defining the scope of investigation,Conducting employee surveys,Preparing financial budgets,b,Chapter 2 emphasizes defining the investigation scope as a key planning step.,Unit 5: Microsoft Dynamics 365
1,125,N/A - Module 1 PDF,Which FAIS standard addresses fraud prevention strategies?,FAIS 120,FAIS 130,FAIS 510,FAIS 520,c,Chapter 2 notes that FAIS 510 focuses on fraud prevention strategies.,Unit 5: Microsoft Dynamics 365
1,126,N/A - Module 1 PDF,What is a key objective of forensic accounting engagements?,Increasing sales revenue,Providing litigation support,Managing employee benefits,Conducting market research,b,Chapter 1 states that forensic accounting supports litigation by uncovering financial evidence.,Unit 5: Microsoft Dynamics 365
1,127,N/A - Module 1 PDF,Which of the following is a forensic accounting tool?,Microsoft Word,Data analytics software,Graphic design software,Email clients,b,Chapter 1 mentions data analytics software as a tool for forensic accounting.,Unit 5: Microsoft Dynamics 365
1,128,N/A - Module 1 PDF,What does the term “bloodhound” refer to in forensic accounting?,A passive auditing role,An investigative approach,A tax compliance role,A budgeting role,b,Chapter 1 likens forensic accountants to bloodhounds for their investigative nature.,Unit 5: Microsoft Dynamics 365
1,129,N/A - Module 1 PDF,Which section of the Indian Evidence Act is relevant to forensic accounting?,Section 3,Section 65B,Section 123,Section 447,b,Chapter 2 notes that Section 65B governs the admissibility of electronic evidence.,Unit 5: Microsoft Dynamics 365
1,130,N/A - Module 1 PDF,What is a key challenge in forensic accounting investigations?,Excess financial data,Concealed financial information,Overstaffed teams,Simplified tax laws,b,Chapter 1 highlights concealed information as a major investigative challenge.,Unit 5: Microsoft Dynamics 365
1,131,N/A - Module 1 PDF,Which of the following is a fraud risk indicator?,Regular audits,Unusual vendor transactions,Consistent profits,Employee training programs,b,Chapter 2 lists unusual vendor transactions as a fraud risk indicator.,Unit 5: Microsoft Dynamics 365
1,132,N/A - Module 1 PDF,What is the role of FAIS 110 in forensic engagements?,Defining evidence types,Understanding engagement nature,Conducting interviews,Managing budgets,b,Chapter 2 states that FAIS 110 clarifies the nature of forensic engagements.,Unit 5: Microsoft Dynamics 365
1,133,N/A - Module 1 PDF,Which act addresses insider trading in forensic investigations?,"SEBI Act, 1992","Companies Act, 2013","IT Act, 2000","PMLA, 2002",a,"Chapter 2 notes that the SEBI Act, 1992, governs insider trading investigations.",Unit 5: Microsoft Dynamics 365
1,134,N/A - Module 1 PDF,What is a key source of digital evidence in forensic accounting?,Social media posts,Electronic financial records,Employee handbooks,Marketing brochures,b,Chapter 2 emphasizes electronic financial records as a key digital evidence source.,Unit 5: Microsoft Dynamics 365
1,135,N/A - Module 1 PDF,Which FAIS standard ensures compliance with ethical standards?,FAIS 110,FAIS 130,FAIS 210,FAIS 310,d,Chapter 2 states that FAIS 310 ensures adherence to ethical standards.,Unit 5: Microsoft Dynamics 365
1,136,N/A - Module 1 PDF,What is a key benefit of forensic accounting in litigation?,Increased financial errors,Strengthened evidence credibility,Reduced regulatory compliance,Higher operational costs,b,Chapter 1 highlights that forensic accounting enhances evidence credibility in litigation.,Unit 5: Microsoft Dynamics 365
1,137,N/A - Module 1 PDF,Which of the following is a forensic investigation technique?,Trend analysis,Employee onboarding,Market forecasting,Inventory restocking,a,Chapter 1 lists trend analysis as a technique for identifying financial anomalies.,Unit 5: Microsoft Dynamics 365
1,138,N/A - Module 1 PDF,What does FAIS 410 focus on in forensic accounting?,Budget management,Reporting findings,Software development,Employee training,b,Chapter 2 notes that FAIS 410 guides professionals in reporting investigation findings.,Unit 5: Microsoft Dynamics 365
1,139,N/A - Module 1 PDF,"Which section of the Companies Act, 2013, addresses financial statement fraud?",Section 129,Section 447,Section 143,Section 177,b,"Chapter 2 specifies that Section 447 covers fraud, including financial statement fraud.",Unit 5: Microsoft Dynamics 365
1,140,N/A - Module 1 PDF,What is a key objective of fraud prevention in forensic accounting?,Increasing financial risks,Strengthening internal controls,Reducing employee training,Limiting data access,b,Chapter 2 emphasizes strengthening internal controls as a fraud prevention objective.,Unit 5: Microsoft Dynamics 365
1,141,N/A - Module 1 PDF,What is the primary goal of digital forensics?,Developing mobile applications,Preserving and analyzing digital evidence,Managing financial budgets,Conducting employee training,b,Chapter 1 of Unit 2 defines digital forensics as preserving and analyzing digital evidence.,Unit 2: Digital Forensics and Cyber Security (40 MCQs)
1,142,N/A - Module 1 PDF,Which of the following is a recent cybercrime trend?,Physical document theft,Ransomware attacks,Manual accounting errors,Inventory mismanagement,b,Chapter 2 of Unit 2 lists ransomware attacks as a recent cybercrime trend.,Unit 2: Digital Forensics and Cyber Security (40 MCQs)
1,143,N/A - Module 1 PDF,What is a common method of cyber fraud?,Face-to-face deception,Phishing emails,Manual record tampering,Physical asset theft,b,Chapter 3 of Unit 2 identifies phishing emails as a common cyber fraud method.,Unit 2: Digital Forensics and Cyber Security (40 MCQs)
1,144,N/A - Module 1 PDF,What is the purpose of ethical hacking?,Creating malware,Identifying system vulnerabilities,Managing payroll systems,Developing marketing plans,b,Chapter 4 of Unit 2 explains that ethical hacking identifies vulnerabilities to enhance security.,Unit 2: Digital Forensics and Cyber Security (40 MCQs)
