Case_Study_ID,Question_ID,Scenario_Text,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Reasoning
12,2,"During one business meeting at ABC Ltd., one of the members presented data relating to 3 companies X Ltd., Y Ltd. and Z Ltd. whose operating Income are equal, but their capital structure is different. (in ` 000) X Ltd. Y Ltd. Z Ltd. Total invested capital 40,00,000 40,00,000 40,00,000 Debt/Assets ratio 0.8 0.5 0.2 Shares outstanding 1,22,000 1,66,000 2,00,000 Post tax Cost of Debt 10.40% 8.45% 9.75% Cost of Equity 26% 22% 20% Operating Income (EBIT) 10,00,000 10,00,000 10,00,000 The Tax rate is uniform 35% in all cases. The industry PE ratio is 10X. From the information given above, choose the correct answer to the following questions:",2. The Economic Valued Added (EVA) of X Ltd. is.,` 109200 Thousand,` 171600 Thousand,` 282000 Thousand,` 391000 Thousand,a,10 00000(1 â€“ 0.35) â€“ [{ 10.40 % x 0. 8 0 + 2 6 % x 0. 2 0} 4 000000]
12,3,"During one business meeting at ABC Ltd., one of the members presented data relating to 3 companies X Ltd., Y Ltd. and Z Ltd. whose operating Income are equal, but their capital structure is different. (in ` 000) X Ltd. Y Ltd. Z Ltd. Total invested capital 40,00,000 40,00,000 40,00,000 Debt/Assets ratio 0.8 0.5 0.2 Shares outstanding 1,22,000 1,66,000 2,00,000 Post tax Cost of Debt 10.40% 8.45% 9.75% Cost of Equity 26% 22% 20% Operating Income (EBIT) 10,00,000 10,00,000 10,00,000 The Tax rate is uniform 35% in all cases. The industry PE ratio is 10X. From the information given above, choose the correct answer to the following questions:",3. The price per share of Z Ltd. shall be ..,` 28.60,` 31.90,` 31.46,` 29.45,a,[{ 10 00000(1 â€“ 0.35) â€“ 0.20 x 4 000000 x 9.75 %} x 1 0 ]/ 2 00000
12,4,"During one business meeting at ABC Ltd., one of the members presented data relating to 3 companies X Ltd., Y Ltd. and Z Ltd. whose operating Income are equal, but their capital structure is different. (in ` 000) X Ltd. Y Ltd. Z Ltd. Total invested capital 40,00,000 40,00,000 40,00,000 Debt/Assets ratio 0.8 0.5 0.2 Shares outstanding 1,22,000 1,66,000 2,00,000 Post tax Cost of Debt 10.40% 8.45% 9.75% Cost of Equity 26% 22% 20% Operating Income (EBIT) 10,00,000 10,00,000 10,00,000 The Tax rate is uniform 35% in all cases. The industry PE ratio is 10X. From the information given above, choose the correct answer to the following questions:",4. The estimated market capitalisation of Y Ltd. is.,"` 80,29,900 Thousand","` 48,10,000 Thousand","` 52,91,000 Thousand","` 59,41,650 Thousand",b,[{ 10 00000 x (1 â€“ 0.35) â€“ 0. 5 0 x 4 000000 x 8.45 %} x 1 0 ]
12,5,"During one business meeting at ABC Ltd., one of the members presented data relating to 3 companies X Ltd., Y Ltd. and Z Ltd. whose operating Income are equal, but their capital structure is different. (in ` 000) X Ltd. Y Ltd. Z Ltd. Total invested capital 40,00,000 40,00,000 40,00,000 Debt/Assets ratio 0.8 0.5 0.2 Shares outstanding 1,22,000 1,66,000 2,00,000 Post tax Cost of Debt 10.40% 8.45% 9.75% Cost of Equity 26% 22% 20% Operating Income (EBIT) 10,00,000 10,00,000 10,00,000 The Tax rate is uniform 35% in all cases. The industry PE ratio is 10X. From the information given above, choose the correct answer to the following questions:",5. Earning per share of X Ltd. approximately is..,` 2.60,` 2.90,` 2.86,` 2.15,a,[{ 10 00000 x (1 â€“ 0.35) â€“ 0. 8 0 x 4 000000 x 1 0.40 %} ]/ 122 000
13,1,"XYZ Ltd. is planning to expand its business and therefore raising fund by issuing a Convertible Bond of ` 10 crore. An investor â€œMr. Aâ€ is interested to invest in the bond of XYZ Ltd. Mr. A has following data related to the Convertible Bond. The data given below relates to a convertible bond: Face value ` 1000 Coupon rate 12% No. of shares per bond 20 Market price of share ` 48 Straight value of bond ` 940 Market price of convertible bond ` 1060 Maturity 5 Years From the information given above, choose the correct answer to the following questions:",1. The conversion value of the convertible bond is..,` 960,` 1000,` 1060,` 940,a,Conversion value = Market price of share Ã— No. of shares per bond = ` 48 Ã— 20 = ` 960
13,2,"XYZ Ltd. is planning to expand its business and therefore raising fund by issuing a Convertible Bond of ` 10 crore. An investor â€œMr. Aâ€ is interested to invest in the bond of XYZ Ltd. Mr. A has following data related to the Convertible Bond. The data given below relates to a convertible bond: Face value ` 1000 Coupon rate 12% No. of shares per bond 20 Market price of share ` 48 Straight value of bond ` 940 Market price of convertible bond ` 1060 Maturity 5 Years From the information given above, choose the correct answer to the following questions:",2. The conversion premium of the bond in absolute terms is..,` 60,` 100,` 120,` 80,b,(b) Conversion premium = Market price of convertible bond âˆ’ Conversion value = ` 1060 âˆ’ ` 960 = ` 100
13,3,"XYZ Ltd. is planning to expand its business and therefore raising fund by issuing a Convertible Bond of ` 10 crore. An investor â€œMr. Aâ€ is interested to invest in the bond of XYZ Ltd. Mr. A has following data related to the Convertible Bond. The data given below relates to a convertible bond: Face value ` 1000 Coupon rate 12% No. of shares per bond 20 Market price of share ` 48 Straight value of bond ` 940 Market price of convertible bond ` 1060 Maturity 5 Years From the information given above, choose the correct answer to the following questions:",3. The floor value of the convertible bond is represented by,Market price of share,Conversion value,Straight value of bond,Face value of bond,c,(c) Straight value represents the downside protection or investment value for the investor.
13,4,"XYZ Ltd. is planning to expand its business and therefore raising fund by issuing a Convertible Bond of ` 10 crore. An investor â€œMr. Aâ€ is interested to invest in the bond of XYZ Ltd. Mr. A has following data related to the Convertible Bond. The data given below relates to a convertible bond: Face value ` 1000 Coupon rate 12% No. of shares per bond 20 Market price of share ` 48 Straight value of bond ` 940 Market price of convertible bond ` 1060 Maturity 5 Years From the information given above, choose the correct answer to the following questions:",4. The upside potential of the convertible bond primarily depends on..,Coupon rate of the bond,Face value of the bond,Market price movement of the equity shares,Remaining maturity of the bond,c,The upside potential arises from the appreciation in the underlying equity share price.
13,5,"XYZ Ltd. is planning to expand its business and therefore raising fund by issuing a Convertible Bond of ` 10 crore. An investor â€œMr. Aâ€ is interested to invest in the bond of XYZ Ltd. Mr. A has following data related to the Convertible Bond. The data given below relates to a convertible bond: Face value ` 1000 Coupon rate 12% No. of shares per bond 20 Market price of share ` 48 Straight value of bond ` 940 Market price of convertible bond ` 1060 Maturity 5 Years From the information given above, choose the correct answer to the following questions:",5. By approximately what percentage the market price of the share should rise so that the investor is indifferent between buying the share from the market and taking conversion route.,12.77%,10.42%,5.11%,9.23%,b,1060 -48 20 48 ï£« ï£¶ ï£¬ ï£· ï£­ ï£¸
14,1,"A Ltd. paid a dividend of ` 5 for the last year. The dividend is expected to grow at 25% for the next 6 years and at 10% per annum thereafter. The standard deviation of market return and A Ltd.â€™s share is 12% and 18% respectively. The correlation between market return and A Ltd. share return is 0.3733. The return of government bond is 13% per annum and market return is expected to be around 20%. From the information given above, choose the correct answer to the following questions:",1. The beta (Î²) of A Ltd.â€™s share is closest to,0.42,0.56,0.67,0.84,b,Î² = Correlation Ã— (Ïƒ share / Ïƒ market) = 0.3733 Ã— (18% / 12%) = 0.3733 Ã— 1.5 â‰ˆ 0.56 2
14,2,"A Ltd. paid a dividend of ` 5 for the last year. The dividend is expected to grow at 25% for the next 6 years and at 10% per annum thereafter. The standard deviation of market return and A Ltd.â€™s share is 12% and 18% respectively. The correlation between market return and A Ltd. share return is 0.3733. The return of government bond is 13% per annum and market return is expected to be around 20%. From the information given above, choose the correct answer to the following questions:",2. The equity risk premium as per the given data is,5%,6%,7%,8%,c,Equity risk premium = Market return âˆ’ Risk -free rate = 20% âˆ’ 13% = 7%
14,3,"A Ltd. paid a dividend of ` 5 for the last year. The dividend is expected to grow at 25% for the next 6 years and at 10% per annum thereafter. The standard deviation of market return and A Ltd.â€™s share is 12% and 18% respectively. The correlation between market return and A Ltd. share return is 0.3733. The return of government bond is 13% per annum and market return is expected to be around 20%. From the information given above, choose the correct answer to the following questions:",3. The valuation approach can be used to compute the intrinsic value of A Ltd. shares is,Single-stage Dividend Discount Model,CAPM valuation model,Two-stage Dividend Discount Model,Priceâ€“Earnings valuation model,c,Different growth rates are applicable for two different phases.
14,4,"A Ltd. paid a dividend of ` 5 for the last year. The dividend is expected to grow at 25% for the next 6 years and at 10% per annum thereafter. The standard deviation of market return and A Ltd.â€™s share is 12% and 18% respectively. The correlation between market return and A Ltd. share return is 0.3733. The return of government bond is 13% per annum and market return is expected to be around 20%. From the information given above, choose the correct answer to the following questions:","4. If the market price of A Ltd. share is higher than its intrinsic value, the share is said to be..",Under-valued,Over-valued,Fairly valued,Speculative,b,"Very often the price of over-valued share is driven by hype, speculation, or temporary optimism rather than solid fundamentals."
15,1,"The following information is available in respect of Bond X and Bond Y. Bond X Bond Y Face value, redeemable at par ` 1000 ` 1000 Coupon rate, payable annually (%) 6% 10% Time to maturity (years) 5 3 Mr. A, an investor has the portfolio consisting of 75% of Bond X and 25% of Bond Y. The current YTMs prevailing in the market is 10%. Year (n) : 1 2 3 4 5 PVIF (10%, n) : 0.9091 0.8264 0.7513 0.6830 0.6209 From the information given above, choose the correct answer to the following questions:",1. At the prevailing YTM the Bond X will trade at..,Premium,Discount,Par,Variable prices,b,"Since Coupon rate (6%) < YTM (10%), hence bond trades at a discount."
15,2,"The following information is available in respect of Bond X and Bond Y. Bond X Bond Y Face value, redeemable at par ` 1000 ` 1000 Coupon rate, payable annually (%) 6% 10% Time to maturity (years) 5 3 Mr. A, an investor has the portfolio consisting of 75% of Bond X and 25% of Bond Y. The current YTMs prevailing in the market is 10%. Year (n) : 1 2 3 4 5 PVIF (10%, n) : 0.9091 0.8264 0.7513 0.6830 0.6209 From the information given above, choose the correct answer to the following questions:",2. The Macaulay duration of a bond is best described as,time to maturity of the bond.,weighted average time to receive cash flows.,time until bond is redeemed.,average coupon period.,b,(b) It can be understood as the average time taken to receive the cash flows on a given bond.
15,3,"The following information is available in respect of Bond X and Bond Y. Bond X Bond Y Face value, redeemable at par ` 1000 ` 1000 Coupon rate, payable annually (%) 6% 10% Time to maturity (years) 5 3 Mr. A, an investor has the portfolio consisting of 75% of Bond X and 25% of Bond Y. The current YTMs prevailing in the market is 10%. Year (n) : 1 2 3 4 5 PVIF (10%, n) : 0.9091 0.8264 0.7513 0.6830 0.6209 From the information given above, choose the correct answer to the following questions:",3.  carries higher interest rate risk.,Bond X,Bond Y,Both Bonds,Cannot be determined,a,"Bond X has a longer maturity and higher duration, hence higher interest rate risk."
15,4,"The following information is available in respect of Bond X and Bond Y. Bond X Bond Y Face value, redeemable at par ` 1000 ` 1000 Coupon rate, payable annually (%) 6% 10% Time to maturity (years) 5 3 Mr. A, an investor has the portfolio consisting of 75% of Bond X and 25% of Bond Y. The current YTMs prevailing in the market is 10%. Year (n) : 1 2 3 4 5 PVIF (10%, n) : 0.9091 0.8264 0.7513 0.6830 0.6209 From the information given above, choose the correct answer to the following questions:","4. If the investor wants to reduce interest rate risk of the portfolio, he should.",increase weight of Bond X.,increase weight of Bond Y.,increase maturity of bonds.,increase coupon rate of Bond X.,b,Bond Y has shorter duration hence lower interest rate risk.
16,1,"Following information is related to actions taken in different situation of financial options: Situation Action Exercise Price Premium Spot Price I Exercised 2800 400 3200 II Exercised 4000 300 3500 III Lapsed 6000 1000 8000 From the information given above, choose the correct answer to the following questions:",1. The investor incurs a loss equal to the premium paid in..,Situation I,Situation II,Situation III,Situations I and II,c,"When an option lapses, the maximum loss equals the premium paid."
16,2,"Following information is related to actions taken in different situation of financial options: Situation Action Exercise Price Premium Spot Price I Exercised 2800 400 3200 II Exercised 4000 300 3500 III Lapsed 6000 1000 8000 From the information given above, choose the correct answer to the following questions:","2. In which situation, the option is classified as in-the-money.",Situation I,Situation II,Situation III,Situations I and II,d,"Spot price (160) > Exercise price (140), hence a call option is in-the-money. Spot price (175) < Exercise price (200), hence a call option is in-the-money."
